locus_tag	ftype	length_bp	gene	EC_number	COG	product
CKJNFLKG_04489	CDS	1314	epsN	2.6.1.-	COG0399	Putative pyridoxal phosphate-dependent aminotransferase EpsN
CKJNFLKG_04490	CDS	681	pglC	2.7.8.36	COG2148	Undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase
CKJNFLKG_04491	CDS	504				hypothetical protein
CKJNFLKG_04492	CDS	933	dcyD_2	4.4.1.15	COG2515	D-cysteine desulfhydrase
CKJNFLKG_04493	CDS	981	ddl_2	6.3.2.4		D-alanine--D-alanine ligase
CKJNFLKG_04494	CDS	1092				hypothetical protein
CKJNFLKG_04495	CDS	1275				IS110 family transposase ISGka2
CKJNFLKG_04496	CDS	1083	odh	1.5.1.28		Opine dehydrogenase
CKJNFLKG_04497	CDS	561	dapH_6	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
CKJNFLKG_04498	CDS	1008				hypothetical protein
CKJNFLKG_04499	CDS	1041	ltaE_2	4.1.2.48		Low specificity L-threonine aldolase
CKJNFLKG_04500	CDS	1284				hypothetical protein
CKJNFLKG_04501	CDS	1431				hypothetical protein
CKJNFLKG_04502	CDS	1215				hypothetical protein
CKJNFLKG_04503	CDS	294				hypothetical protein
CKJNFLKG_04504	CDS	585	insK_2		COG2801	Putative transposase InsK for insertion sequence element IS150
CKJNFLKG_04505	CDS	195				hypothetical protein
CKJNFLKG_04506	CDS	474	hpaIR	3.1.21.4		Type-2 restriction enzyme HpaI
CKJNFLKG_04507	CDS	945				hypothetical protein
CKJNFLKG_04508	CDS	120				hypothetical protein
CKJNFLKG_04509	CDS	441				hypothetical protein
CKJNFLKG_04510	CDS	102				hypothetical protein
CKJNFLKG_04511	CDS	528				hypothetical protein
CKJNFLKG_04512	CDS	975				hypothetical protein
CKJNFLKG_04513	CDS	1584				hypothetical protein
CKJNFLKG_04514	CDS	762	potA_4	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
CKJNFLKG_04515	CDS	2139				hypothetical protein
CKJNFLKG_04516	CDS	660	cas5d	3.1.-.-		CRISPR pre-crRNA endoribonuclease Cas5d
CKJNFLKG_04517	CDS	1797				hypothetical protein
CKJNFLKG_04518	CDS	891				hypothetical protein
CKJNFLKG_04519	CDS	681				hypothetical protein
CKJNFLKG_04520	CDS	1020	cas1	3.1.-.-	COG1518	CRISPR-associated endonuclease Cas1
CKJNFLKG_04521	CDS	291	cas2	3.1.-.-	COG1343	CRISPR-associated endonuclease Cas2
	repeat_region	692				
CKJNFLKG_04522	CDS	1362	yeeO_10		COG0534	putative FMN/FAD exporter YeeO
CKJNFLKG_04523	CDS	741				hypothetical protein
CKJNFLKG_04524	CDS	1398	yeeO_11		COG0534	putative FMN/FAD exporter YeeO
CKJNFLKG_04525	CDS	411				hypothetical protein
CKJNFLKG_04526	CDS	1560				hypothetical protein
CKJNFLKG_04527	CDS	873	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
CKJNFLKG_04528	CDS	675	mcbR		COG1802	HTH-type transcriptional regulator McbR
CKJNFLKG_04529	CDS	1509	gerBA			Spore germination protein B1
CKJNFLKG_04530	CDS	1071	yndE			Spore germination protein YndE
CKJNFLKG_04531	CDS	627				hypothetical protein
CKJNFLKG_04532	CDS	660				hypothetical protein
CKJNFLKG_04533	CDS	822	murI	5.1.1.3	COG0796	Glutamate racemase
CKJNFLKG_04534	CDS	459				hypothetical protein
CKJNFLKG_04535	CDS	492				hypothetical protein
CKJNFLKG_04536	CDS	1182	tig_2	5.2.1.8		Trigger factor
CKJNFLKG_04537	CDS	2061	pbp		COG0768	Beta-lactam-inducible penicillin-binding protein
CKJNFLKG_04538	CDS	1215				hypothetical protein
CKJNFLKG_04539	CDS	387				hypothetical protein
CKJNFLKG_04540	CDS	1233				hypothetical protein
CKJNFLKG_04541	CDS	2460				hypothetical protein
CKJNFLKG_04542	CDS	1116	pepS	3.4.11.-	COG2309	Aminopeptidase PepS
CKJNFLKG_04543	CDS	1935				hypothetical protein
CKJNFLKG_04544	CDS	1080	rhaR_20			HTH-type transcriptional activator RhaR
CKJNFLKG_04545	CDS	117				hypothetical protein
CKJNFLKG_04546	CDS	1326				hypothetical protein
CKJNFLKG_04547	CDS	891	lacF_15			Lactose transport system permease protein LacF
CKJNFLKG_04548	CDS	837	araQ_23		COG0395	L-arabinose transport system permease protein AraQ
CKJNFLKG_04549	CDS	1788				hypothetical protein
CKJNFLKG_04550	CDS	501	sigV		COG1595	RNA polymerase sigma factor SigV
CKJNFLKG_04551	CDS	2229				hypothetical protein
CKJNFLKG_04552	CDS	1392	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
CKJNFLKG_04553	CDS	1056				hypothetical protein
CKJNFLKG_04554	CDS	1578	recF_2			DNA replication and repair protein RecF
CKJNFLKG_04555	CDS	435				hypothetical protein
CKJNFLKG_04556	CDS	1194	prs_2	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
CKJNFLKG_04557	CDS	990	dnaA_3			Chromosomal replication initiator protein DnaA
CKJNFLKG_04558	CDS	1083				hypothetical protein
CKJNFLKG_04559	CDS	1380	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
CKJNFLKG_04560	CDS	1275	glgC_1	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
CKJNFLKG_04561	CDS	1116	glgC_2	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
CKJNFLKG_04562	CDS	288	spoVG		COG2088	Putative septation protein SpoVG
CKJNFLKG_04563	CDS	1035				hypothetical protein
CKJNFLKG_04564	CDS	690	yciC		COG0523	Putative metal chaperone YciC
CKJNFLKG_04565	CDS	810				hypothetical protein
CKJNFLKG_04566	CDS	1380	rsmF_2	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
CKJNFLKG_04567	CDS	1023	melR_7		COG1609	HTH-type transcriptional repressor MelR
CKJNFLKG_04568	CDS	948				hypothetical protein
CKJNFLKG_04569	CDS	264				hypothetical protein
CKJNFLKG_04570	tRNA	75				tRNA-Pro(cgg)
CKJNFLKG_04571	CDS	2421				hypothetical protein
CKJNFLKG_04572	CDS	696	queE_2	4.3.99.3		7-carboxy-7-deazaguanine synthase
CKJNFLKG_04573	tRNA	89				tRNA-Ser(cga)
CKJNFLKG_04574	CDS	498	tadA	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
CKJNFLKG_04575	CDS	858	yitJ_2		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
CKJNFLKG_04576	CDS	615				hypothetical protein
CKJNFLKG_04577	CDS	480				hypothetical protein
CKJNFLKG_04578	CDS	1080	pfkA2	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 2
CKJNFLKG_04579	CDS	1635	ruvB_2	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
CKJNFLKG_04580	CDS	357			COG0718	Nucleoid-associated protein
CKJNFLKG_04581	CDS	600	recR		COG0353	Recombination protein RecR
CKJNFLKG_04582	CDS	1107	degA_3		COG1609	HTH-type transcriptional regulator DegA
CKJNFLKG_04583	CDS	654	tal	2.2.1.2	COG0176	Transaldolase
CKJNFLKG_04584	CDS	840	aptA_5	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
CKJNFLKG_04585	CDS	939	aptB_5	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
CKJNFLKG_04586	CDS	714				hypothetical protein
CKJNFLKG_04587	CDS	690				hypothetical protein
CKJNFLKG_04588	CDS	1356				hypothetical protein
CKJNFLKG_04589	CDS	1209				hypothetical protein
CKJNFLKG_04590	CDS	768				hypothetical protein
CKJNFLKG_04591	CDS	1011			COG1609	HTH-type transcriptional regulator
CKJNFLKG_04592	CDS	1221	msmE_8		COG1653	Multiple sugar-binding protein
CKJNFLKG_04593	CDS	855	melD_13		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
CKJNFLKG_04594	CDS	831	melC_3		COG0395	Melibiose/raffinose/stachyose import permease protein MelC
CKJNFLKG_04595	CDS	1668	malL_3	3.2.1.10	COG0366	Oligo-1,6-glucosidase
CKJNFLKG_04596	rRNA	1530				16S ribosomal RNA
CKJNFLKG_04597	tRNA	74				tRNA-Ala(tgc)
CKJNFLKG_04598	tRNA	75				tRNA-Ile(gat)
CKJNFLKG_04599	rRNA	2878				23S ribosomal RNA
CKJNFLKG_04600	tRNA	75				tRNA-Asn(gtt)
CKJNFLKG_04601	tRNA	74				tRNA-Glu(ttc)
CKJNFLKG_04602	tRNA	73				tRNA-Thr(tgt)
CKJNFLKG_04603	tRNA	76				tRNA-Met(cat)
CKJNFLKG_04604	tRNA	76				tRNA-Asp(gtc)
CKJNFLKG_04605	tRNA	89				tRNA-Leu(taa)
CKJNFLKG_04606	CDS	699	walR_10		COG0745	Transcriptional regulatory protein WalR
CKJNFLKG_04607	CDS	2283	sasA_32	2.7.-.-		Adaptive-response sensory-kinase SasA
CKJNFLKG_04608	CDS	948	ldh1	1.1.1.27		L-lactate dehydrogenase 1
CKJNFLKG_04609	CDS	801	sdhE	1.3.5.-	COG2048	8-methylmenaquinol:fumarate reductase membrane anchor subunit
CKJNFLKG_04610	CDS	390				hypothetical protein
CKJNFLKG_04611	CDS	1989	napF_2			Ferredoxin-type protein NapF
CKJNFLKG_04612	CDS	444				hypothetical protein
CKJNFLKG_04613	CDS	975				hypothetical protein
CKJNFLKG_04614	CDS	1041	asrA		COG1145	Anaerobic sulfite reductase subunit A
CKJNFLKG_04615	CDS	855	asrB		COG0543	Anaerobic sulfite reductase subunit B
CKJNFLKG_04616	CDS	675	rsxC_2	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
CKJNFLKG_04617	CDS	1602				hypothetical protein
CKJNFLKG_04618	CDS	843	ttdA_2	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
CKJNFLKG_04619	CDS	561	fumB_2	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
CKJNFLKG_04620	CDS	315				hypothetical protein
CKJNFLKG_04621	CDS	939				hypothetical protein
CKJNFLKG_04622	CDS	1548				hypothetical protein
CKJNFLKG_04623	CDS	198				hypothetical protein
CKJNFLKG_04624	CDS	312				hypothetical protein
CKJNFLKG_04625	CDS	636	lexA_2	3.4.21.88		LexA repressor
CKJNFLKG_04626	CDS	207				hypothetical protein
CKJNFLKG_04627	CDS	204				hypothetical protein
CKJNFLKG_04628	CDS	204				hypothetical protein
CKJNFLKG_04629	CDS	156				hypothetical protein
CKJNFLKG_04630	CDS	504				hypothetical protein
CKJNFLKG_04631	CDS	297				hypothetical protein
CKJNFLKG_04632	CDS	201				hypothetical protein
CKJNFLKG_04633	CDS	117				hypothetical protein
CKJNFLKG_04634	CDS	195				hypothetical protein
CKJNFLKG_04635	CDS	165				hypothetical protein
CKJNFLKG_04636	CDS	312				hypothetical protein
CKJNFLKG_04637	CDS	285				hypothetical protein
CKJNFLKG_04638	CDS	648				hypothetical protein
CKJNFLKG_04639	CDS	369				hypothetical protein
CKJNFLKG_04640	CDS	369				hypothetical protein
CKJNFLKG_04641	CDS	1086				hypothetical protein
CKJNFLKG_04642	CDS	255				hypothetical protein
CKJNFLKG_04643	CDS	378				hypothetical protein
CKJNFLKG_04644	CDS	504				hypothetical protein
CKJNFLKG_04645	CDS	252				hypothetical protein
CKJNFLKG_04646	CDS	564				hypothetical protein
CKJNFLKG_04647	CDS	522				hypothetical protein
CKJNFLKG_04648	CDS	285				hypothetical protein
CKJNFLKG_04649	CDS	408				hypothetical protein
CKJNFLKG_04650	CDS	453				hypothetical protein
CKJNFLKG_04651	CDS	579	aroD_2	4.2.1.10	COG0710	3-dehydroquinate dehydratase
CKJNFLKG_04652	CDS	3510	xynA	3.2.1.8		Endo-1,4-beta-xylanase A
CKJNFLKG_04653	CDS	1491		3.2.1.-		Beta-xylosidase
CKJNFLKG_04654	CDS	1707				hypothetical protein
CKJNFLKG_04655	CDS	1560		3.2.1.55	COG3507	Non-reducing end alpha-L-arabinofuranosidase BoGH43A
CKJNFLKG_04656	CDS	876	rhaR_21			HTH-type transcriptional activator RhaR
CKJNFLKG_04657	CDS	2145		3.2.1.-		Beta-xylosidase
CKJNFLKG_04658	CDS	1587				hypothetical protein
CKJNFLKG_04659	CDS	1587	rssB_10			Regulator of RpoS
CKJNFLKG_04660	CDS	1275				IS110 family transposase ISGka2
CKJNFLKG_04661	CDS	1665				hypothetical protein
CKJNFLKG_04662	CDS	960	yteP_5		COG4209	putative multiple-sugar transport system permease YteP
CKJNFLKG_04663	CDS	885	araQ_24		COG0395	L-arabinose transport system permease protein AraQ
CKJNFLKG_04664	CDS	306				hypothetical protein
CKJNFLKG_04665	CDS	537				IS110 family transposase ISEnfa110
CKJNFLKG_04666	CDS	162				hypothetical protein
CKJNFLKG_04667	CDS	366				hypothetical protein
CKJNFLKG_04668	CDS	618				hypothetical protein
CKJNFLKG_04669	CDS	318				hypothetical protein
CKJNFLKG_04670	CDS	384				hypothetical protein
CKJNFLKG_04671	CDS	270				hypothetical protein
CKJNFLKG_04672	CDS	351				hypothetical protein
CKJNFLKG_04673	CDS	330				hypothetical protein
CKJNFLKG_04674	CDS	981				IS110 family transposase ISDha12
CKJNFLKG_04675	CDS	690				hypothetical protein
CKJNFLKG_04676	CDS	519				hypothetical protein
CKJNFLKG_04677	CDS	1188				hypothetical protein
CKJNFLKG_04678	CDS	513				hypothetical protein
CKJNFLKG_04679	CDS	2598				hypothetical protein
CKJNFLKG_04680	CDS	2694				hypothetical protein
CKJNFLKG_04681	CDS	138				hypothetical protein
CKJNFLKG_04682	CDS	231				hypothetical protein
CKJNFLKG_04683	CDS	258				hypothetical protein
CKJNFLKG_04684	CDS	399				hypothetical protein
CKJNFLKG_04685	CDS	1842	norR			Anaerobic nitric oxide reductase transcription regulator NorR
CKJNFLKG_04686	CDS	1071				hypothetical protein
CKJNFLKG_04687	CDS	516				hypothetical protein
CKJNFLKG_04688	CDS	1281	dctM_6		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
CKJNFLKG_04689	CDS	1152		3.1.1.-	COG3964	Deacetylase
CKJNFLKG_04690	CDS	1155	adh1	1.1.1.192	COG1454	Long-chain-alcohol dehydrogenase 1
CKJNFLKG_04691	CDS	1041	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
CKJNFLKG_04692	CDS	1290	dtnK	2.7.1.219	COG3395	D-threonate kinase
CKJNFLKG_04693	CDS	978		1.1.1.81	COG0111	Hydroxypyruvate reductase
CKJNFLKG_04694	CDS	900	dapA_3	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
CKJNFLKG_04695	CDS	1881				hypothetical protein
CKJNFLKG_04696	CDS	954	ctkA_2	2.7.11.1		Serine/threonine-protein kinase CtkA
CKJNFLKG_04697	CDS	240				hypothetical protein
CKJNFLKG_04698	CDS	399				hypothetical protein
CKJNFLKG_04699	CDS	456				hypothetical protein
CKJNFLKG_04700	CDS	378				hypothetical protein
CKJNFLKG_04701	CDS	1320				hypothetical protein
CKJNFLKG_04702	CDS	129				hypothetical protein
CKJNFLKG_04703	CDS	1497				hypothetical protein
CKJNFLKG_04704	CDS	345				hypothetical protein
CKJNFLKG_04705	CDS	825				hypothetical protein
CKJNFLKG_04706	CDS	393				hypothetical protein
CKJNFLKG_04707	CDS	2430				hypothetical protein
CKJNFLKG_04708	CDS	1980				hypothetical protein
CKJNFLKG_04709	CDS	453				hypothetical protein
CKJNFLKG_04710	CDS	795				hypothetical protein
CKJNFLKG_04711	CDS	714				hypothetical protein
CKJNFLKG_04712	CDS	1179				IS110 family transposase ISFnu3
CKJNFLKG_04713	CDS	267				hypothetical protein
CKJNFLKG_04714	CDS	432				hypothetical protein
CKJNFLKG_04715	CDS	2355				hypothetical protein
CKJNFLKG_04716	CDS	1245				hypothetical protein
CKJNFLKG_04717	CDS	633				hypothetical protein
CKJNFLKG_04718	CDS	849	soj_3	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
CKJNFLKG_04719	CDS	1113	noc_3			Nucleoid occlusion protein
CKJNFLKG_04720	CDS	408				hypothetical protein
CKJNFLKG_04721	CDS	225				hypothetical protein
CKJNFLKG_04722	CDS	228				hypothetical protein
CKJNFLKG_04723	CDS	435				hypothetical protein
CKJNFLKG_04724	CDS	2670		3.2.1.40		Alpha-L-rhamnosidase
CKJNFLKG_04725	CDS	1083	tdh_3	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
CKJNFLKG_04726	CDS	1014		1.1.1.184		Aldo/keto reductase
CKJNFLKG_04727	CDS	1746				hypothetical protein
CKJNFLKG_04728	tRNA	77				tRNA-Arg(acg)
CKJNFLKG_04729	CDS	1491	fadR			Fatty acid metabolism regulator protein
CKJNFLKG_04730	CDS	2259				hypothetical protein
CKJNFLKG_04731	CDS	4488				hypothetical protein
CKJNFLKG_04732	CDS	429				hypothetical protein
CKJNFLKG_04733	CDS	360	yccF		COG3304	Inner membrane protein YccF
CKJNFLKG_04734	CDS	1611	mtlK	1.1.1.67	COG0246	Mannitol 2-dehydrogenase
CKJNFLKG_04735	CDS	1068	uxuA	4.2.1.8	COG1312	Mannonate dehydratase
CKJNFLKG_04736	CDS	870	rhaR_22			HTH-type transcriptional activator RhaR
CKJNFLKG_04737	CDS	447				hypothetical protein
CKJNFLKG_04738	CDS	1074				hypothetical protein
CKJNFLKG_04739	CDS	876	cysL_3		COG0583	HTH-type transcriptional regulator CysL
CKJNFLKG_04740	CDS	1029				hypothetical protein
CKJNFLKG_04741	CDS	513	ftn	1.16.3.2	COG1528	Bacterial non-heme ferritin
CKJNFLKG_04742	CDS	1191				hypothetical protein
CKJNFLKG_04743	CDS	948	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
CKJNFLKG_04744	CDS	729				hypothetical protein
CKJNFLKG_04745	CDS	579				hypothetical protein
CKJNFLKG_04746	CDS	3219	smc_7			Chromosome partition protein Smc
CKJNFLKG_04747	CDS	375	mntR		COG1321	Transcriptional regulator MntR
CKJNFLKG_04748	tRNA	72				tRNA-Gly(tcc)
CKJNFLKG_04749	tRNA	73				tRNA-Gly(gcc)
CKJNFLKG_04750	CDS	489				hypothetical protein
CKJNFLKG_04751	CDS	687				hypothetical protein
CKJNFLKG_04752	CDS	936	gbuA	3.5.3.7	COG0010	Guanidinobutyrase
CKJNFLKG_04753	CDS	432	lrpC		COG1522	HTH-type transcriptional regulator LrpC
CKJNFLKG_04754	CDS	894	yisK		COG0179	putative protein YisK
CKJNFLKG_04755	tRNA	75				tRNA-Phe(gaa)
CKJNFLKG_04756	CDS	1239	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
CKJNFLKG_04757	CDS	990				hypothetical protein
CKJNFLKG_04758	CDS	1422	yjmB_2		COG2211	putative symporter YjmB
CKJNFLKG_04759	CDS	1377				hypothetical protein
CKJNFLKG_04760	CDS	1704				hypothetical protein
CKJNFLKG_04761	CDS	264				hypothetical protein
CKJNFLKG_04762	CDS	1518	abf2_2	3.2.1.55	COG3534	Intracellular exo-alpha-L-arabinofuranosidase 2
CKJNFLKG_04763	CDS	921				hypothetical protein
CKJNFLKG_04764	CDS	1416	araN_2		COG1653	putative arabinose-binding protein
CKJNFLKG_04765	CDS	900	araP_4		COG1175	L-arabinose transport system permease protein AraP
CKJNFLKG_04766	CDS	882	araQ_25		COG0395	L-arabinose transport system permease protein AraQ
CKJNFLKG_04767	CDS	1515		3.2.1.55	COG3534	Intracellular exo-alpha-(1->5)-L-arabinofuranosidase
CKJNFLKG_04768	CDS	1374	murJ_3			lipid II flippase MurJ
CKJNFLKG_04769	CDS	1008	asnA	6.3.1.1	COG2502	Aspartate--ammonia ligase
CKJNFLKG_04770	CDS	747	larB	2.5.1.143	COG1691	Pyridinium-3,5-biscarboxylic acid mononucleotide synthase
CKJNFLKG_04771	CDS	648				hypothetical protein
CKJNFLKG_04772	CDS	1368	mepA_21			Multidrug export protein MepA
CKJNFLKG_04773	CDS	819				hypothetical protein
CKJNFLKG_04774	CDS	480	ndhS_3	1.17.1.5		Nicotinate dehydrogenase small FeS subunit
CKJNFLKG_04775	CDS	2310	xdhA_4	1.17.1.4	COG1529	Putative xanthine dehydrogenase molybdenum-binding subunit XdhA
CKJNFLKG_04776	CDS	1419	ycaM		COG0531	Inner membrane transporter YcaM
CKJNFLKG_04777	CDS	1269	apeB	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
CKJNFLKG_04778	CDS	2457	rhaS_28			HTH-type transcriptional activator RhaS
CKJNFLKG_04779	CDS	270				hypothetical protein
CKJNFLKG_04780	CDS	918				hypothetical protein
CKJNFLKG_04781	CDS	1350	xylP_9			Isoprimeverose transporter
CKJNFLKG_04782	CDS	1233				hypothetical protein
CKJNFLKG_04783	CDS	1278	hisD	1.1.1.23		Histidinol dehydrogenase
CKJNFLKG_04784	CDS	1488	yhdG_1		COG0531	putative amino acid permease YhdG
CKJNFLKG_04785	CDS	405				hypothetical protein
CKJNFLKG_04786	CDS	1305		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
CKJNFLKG_04787	CDS	1740				hypothetical protein
CKJNFLKG_04788	CDS	573				hypothetical protein
CKJNFLKG_04789	CDS	435				hypothetical protein
CKJNFLKG_04790	CDS	1563	opuE_2		COG0591	Osmoregulated proline transporter OpuE
CKJNFLKG_04791	CDS	1428				hypothetical protein
CKJNFLKG_04792	CDS	1359				hypothetical protein
CKJNFLKG_04793	CDS	2517	norV_2			Anaerobic nitric oxide reductase flavorubredoxin
CKJNFLKG_04794	CDS	2328	yicI_2	3.2.1.177	COG1501	Alpha-xylosidase
CKJNFLKG_04795	CDS	633				hypothetical protein
CKJNFLKG_04796	CDS	1461				hypothetical protein
CKJNFLKG_04797	CDS	2124		3.2.1.-		Beta-xylosidase
CKJNFLKG_04798	CDS	933	yteP_6		COG4209	putative multiple-sugar transport system permease YteP
CKJNFLKG_04799	CDS	912	araQ_26		COG0395	L-arabinose transport system permease protein AraQ
CKJNFLKG_04800	CDS	1752				hypothetical protein
CKJNFLKG_04801	CDS	1542	rssB_11			Regulator of RpoS
CKJNFLKG_04802	CDS	1794				hypothetical protein
CKJNFLKG_04803	CDS	2583	clpB		COG0542	Chaperone protein ClpB
CKJNFLKG_04804	CDS	174				hypothetical protein
CKJNFLKG_04805	CDS	849				hypothetical protein
CKJNFLKG_04806	CDS	1509				hypothetical protein
CKJNFLKG_04807	CDS	924	yteP_7		COG4209	putative multiple-sugar transport system permease YteP
CKJNFLKG_04808	CDS	903	melC_4		COG0395	Melibiose/raffinose/stachyose import permease protein MelC
CKJNFLKG_04809	CDS	1791				hypothetical protein
CKJNFLKG_04810	CDS	1599	rhaR_23			HTH-type transcriptional activator RhaR
CKJNFLKG_04811	CDS	2208		3.2.1.-		Putative beta-xylosidase
CKJNFLKG_04812	CDS	765	cmoA_2	2.1.3.-		Carboxy-S-adenosyl-L-methionine synthase
CKJNFLKG_04813	CDS	885	hslO		COG1281	33 kDa chaperonin
CKJNFLKG_04814	CDS	1914	nadE_3	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
CKJNFLKG_04815	CDS	1110	adh	1.1.1.1	COG1063	Alcohol dehydrogenase
CKJNFLKG_04816	CDS	1023	iolU_2	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
CKJNFLKG_04817	CDS	2064		2.4.1.161	COG1501	Oligosaccharide 4-alpha-D-glucosyltransferase
CKJNFLKG_04818	CDS	1020	ccpA_4		COG1609	Catabolite control protein A
CKJNFLKG_04819	CDS	1335				hypothetical protein
CKJNFLKG_04820	CDS	1041	melD_14		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
CKJNFLKG_04821	CDS	858	melC_5		COG0395	Melibiose/raffinose/stachyose import permease protein MelC
CKJNFLKG_04822	CDS	1212				hypothetical protein
CKJNFLKG_04823	CDS	438				hypothetical protein
CKJNFLKG_04824	CDS	816		3.1.3.-		Putative phosphatase
CKJNFLKG_04825	CDS	3432	addB	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
CKJNFLKG_04826	CDS	3858	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
CKJNFLKG_04827	CDS	1392	alsT_6		COG1115	Amino-acid carrier protein AlsT
CKJNFLKG_04828	CDS	447	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
CKJNFLKG_04829	CDS	261				hypothetical protein
CKJNFLKG_04830	CDS	1737			COG1132	putative ABC transporter ATP-binding protein
CKJNFLKG_04831	CDS	1779			COG1132	putative ABC transporter ATP-binding protein
CKJNFLKG_04832	CDS	600				hypothetical protein
CKJNFLKG_04833	CDS	324				hypothetical protein
CKJNFLKG_04834	CDS	888				hypothetical protein
CKJNFLKG_04835	CDS	870				hypothetical protein
CKJNFLKG_04836	CDS	189				hypothetical protein
CKJNFLKG_04837	CDS	993				hypothetical protein
CKJNFLKG_04838	CDS	216				hypothetical protein
CKJNFLKG_04839	CDS	2649	valS	6.1.1.9		Valine--tRNA ligase
CKJNFLKG_04840	CDS	2166				hypothetical protein
CKJNFLKG_04841	CDS	1302	fpgS_1	6.3.2.17		Folylpolyglutamate synthase
CKJNFLKG_04842	CDS	150				hypothetical protein
CKJNFLKG_04843	CDS	1632	cpoB			Cell division coordinator CpoB
